user_id,type,day,hour,week
1464387,1,3,19,Saturday
1271407,1,31,12,Saturday
1382956,1,15,23,Thursday
1382956,1,15,23,Thursday
581362,1,7,20,Wednesday
1260817,1,17,16,Saturday
1544464,1,30,22,Friday
906419,1,9,9,Friday
906419,1,9,9,Friday
906419,1,9,9,Friday
906419,1,9,9,Friday
28440,1,23,21,Friday
28440,1,14,10,Wednesday
28440,1,14,10,Wednesday
28440,1,14,11,Wednesday
28440,1,14,11,Wednesday
798635,1,23,18,Friday
798635,1,23,18,Friday
798635,1,23,18,Friday
1294357,1,13,19,Tuesday
1294357,1,13,19,Tuesday
1294357,1,13,19,Tuesday
1294357,1,18,21,Sunday
397930,1,14,11,Wednesday
1308399,1,18,20,Sunday
1308399,1,24,7,Saturday
1308399,1,18,19,Sunday
1308399,1,18,19,Sunday
1308399,1,18,19,Sunday
1308399,1,18,19,Sunday
1308399,1,18,19,Sunday
1308399,1,18,19,Sunday
610351,1,11,22,Sunday
610351,1,11,22,Sunday
610351,1,11,22,Sunday
610351,1,11,22,Sunday
610351,1,11,22,Sunday
610351,1,11,22,Sunday
610351,1,11,22,Sunday
610351,1,11,22,Sunday
161915,1,26,15,Monday
161915,1,30,9,Friday
161915,1,21,21,Wednesday
161915,1,21,22,Wednesday
525481,1,26,12,Monday
117880,1,13,21,Tuesday
1311720,1,30,7,Friday
1311720,1,30,8,Friday
1311720,1,17,18,Saturday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1040498,1,8,7,Thursday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,11,14,Sunday
1316949,1,13,11,Tuesday
1316949,1,15,0,Thursday
59952,1,21,20,Wednesday
59952,1,21,20,Wednesday
41753,1,18,0,Sunday
41753,1,18,0,Sunday
41753,1,18,0,Sunday
41753,1,18,0,Sunday
41753,1,20,8,Tuesday
41753,1,20,12,Tuesday
1417856,1,17,16,Saturday
1417856,1,17,16,Saturday
1417856,1,17,16,Saturday
1417856,1,17,16,Saturday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
612806,1,13,21,Tuesday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
984393,1,30,20,Friday
985022,1,4,16,Sunday
985022,1,4,16,Sunday
985022,1,5,1,Monday
937448,1,6,19,Tuesday
937448,1,23,9,Friday
623255,1,15,15,Thursday
683039,1,9,20,Friday
90772,1,16,6,Friday
90772,1,19,12,Monday
1247601,1,4,0,Sunday
1247601,1,6,11,Tuesday
1247601,1,6,11,Tuesday
1247601,1,6,16,Tuesday
1247601,1,6,13,Tuesday
1247601,1,6,16,Tuesday
1247601,1,6,16,Tuesday
1247601,1,6,16,Tuesday
1247601,1,7,11,Wednesday
1247601,1,10,9,Saturday
1247601,1,11,9,Sunday
1247601,1,11,17,Sunday
1247601,1,16,11,Friday
1247601,1,17,15,Saturday
1247601,1,18,10,Sunday
1247601,1,19,9,Monday
1247601,1,25,9,Sunday
1247601,1,29,9,Thursday
1247601,1,29,9,Thursday
1247601,1,29,9,Thursday
1247601,1,31,9,Saturday
1247601,1,31,16,Saturday
1247601,1,31,16,Saturday
1522859,1,10,19,Saturday
1522859,1,10,19,Saturday
350977,1,16,14,Friday
350977,1,16,15,Friday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,16,19,Friday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,16,21,Friday
350977,1,17,14,Saturday
350977,1,17,11,Saturday
350977,1,16,15,Friday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,17,11,Saturday
350977,1,16,15,Friday
350977,1,17,11,Saturday
350977,1,16,14,Friday
350977,1,17,11,Saturday
350977,1,16,14,Friday
350977,1,16,14,Friday
350977,1,17,13,Saturday
350977,1,16,21,Friday
558132,1,6,21,Tuesday
558132,1,6,21,Tuesday
558132,1,6,21,Tuesday
558132,1,7,20,Wednesday
558132,1,7,20,Wednesday
558132,1,7,20,Wednesday
1592089,1,14,13,Wednesday
1592089,1,14,13,Wednesday
1592089,1,14,13,Wednesday
1592089,1,14,13,Wednesday
1592089,1,14,11,Wednesday
1592089,1,14,10,Wednesday
297673,1,15,10,Thursday
297673,1,17,13,Saturday
1322207,1,15,2,Thursday
1322207,1,14,4,Wednesday
1322207,1,14,4,Wednesday
1322207,1,14,4,Wednesday
1322207,1,14,4,Wednesday
1322207,1,14,4,Wednesday
1322207,1,14,4,Wednesday
35268,1,25,20,Sunday
818574,1,22,18,Thursday
818574,1,22,18,Thursday
531244,1,2,8,Friday
947739,1,14,20,Wednesday
947739,1,13,17,Tuesday
947739,1,13,18,Tuesday
947739,1,14,20,Wednesday
947739,1,14,20,Wednesday
947739,1,13,17,Tuesday
947739,1,14,20,Wednesday
947739,1,13,17,Tuesday
947739,1,14,20,Wednesday
947739,1,13,17,Tuesday
947739,1,13,18,Tuesday
947739,1,13,18,Tuesday
947739,1,13,17,Tuesday
947739,1,14,20,Wednesday
947739,1,13,17,Tuesday
947739,1,14,20,Wednesday
947739,1,17,12,Saturday
947739,1,17,12,Saturday
947739,1,17,12,Saturday
947739,1,17,12,Saturday
947739,1,15,14,Thursday
643518,1,14,13,Wednesday
512259,1,16,21,Friday
1256524,1,13,21,Tuesday
1372743,1,13,9,Tuesday
1372743,1,13,8,Tuesday
1372743,1,13,8,Tuesday
449863,1,9,15,Friday
449863,1,12,11,Monday
449863,1,9,15,Friday
449863,1,9,15,Friday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,30,20,Friday
244953,1,31,21,Saturday
244953,1,31,21,Saturday
244953,1,31,21,Saturday
244953,1,31,20,Saturday
244953,1,31,20,Saturday
244953,1,31,21,Saturday
250550,1,18,19,Sunday
250550,1,12,1,Monday
250550,1,12,1,Monday
897938,1,12,18,Monday
897938,1,12,18,Monday
897938,1,12,18,Monday
202380,1,15,22,Thursday
404575,1,22,10,Thursday
404575,1,22,10,Thursday
404575,1,22,10,Thursday
404575,1,22,10,Thursday
404575,1,24,14,Saturday
404575,1,31,14,Saturday
404575,1,31,14,Saturday
404575,1,31,14,Saturday
404575,1,31,14,Saturday
506072,1,10,1,Saturday
506072,1,10,1,Saturday
506072,1,10,1,Saturday
506072,1,10,1,Saturday
1329478,1,26,12,Monday
1329478,1,26,12,Monday
1329478,1,26,12,Monday
405579,1,2,10,Friday
1034558,1,25,11,Sunday
1034558,1,25,11,Sunday
376973,1,9,5,Friday
376973,1,10,5,Saturday
376973,1,18,14,Sunday
376973,1,25,10,Sunday
376973,1,25,10,Sunday
376973,1,25,11,Sunday
376973,1,25,11,Sunday
376973,1,25,10,Sunday
376973,1,25,11,Sunday
376973,1,25,11,Sunday
376973,1,25,10,Sunday
376973,1,25,10,Sunday
376973,1,25,10,Sunday
376973,1,25,11,Sunday
376973,1,25,11,Sunday
376973,1,25,10,Sunday
376973,1,25,11,Sunday
376973,1,25,11,Sunday
376973,1,25,10,Sunday
376973,1,25,10,Sunday
376973,1,25,11,Sunday
376973,1,25,11,Sunday
376973,1,25,11,Sunday
376973,1,25,10,Sunday
376973,1,25,11,Sunday
376973,1,25,18,Sunday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,26,8,Monday
376973,1,31,7,Saturday
376973,1,31,8,Saturday
767125,1,1,14,Thursday
767125,1,1,14,Thursday
767125,1,8,21,Thursday
767125,1,8,20,Thursday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
67298,1,23,9,Friday
1006822,1,12,16,Monday
548795,1,1,8,Thursday
548795,1,1,7,Thursday
548795,1,1,7,Thursday
548795,1,2,6,Friday
548795,1,1,7,Thursday
548795,1,1,7,Thursday
548795,1,1,6,Thursday
548795,1,1,8,Thursday
548795,1,2,5,Friday
548795,1,1,20,Thursday
548795,1,1,7,Thursday
548795,1,1,20,Thursday
548795,1,2,6,Friday
548795,1,2,6,Friday
548795,1,1,6,Thursday
548795,1,1,7,Thursday
548795,1,2,6,Friday
548795,1,1,7,Thursday
548795,1,1,8,Thursday
548795,1,1,7,Thursday
548795,1,1,23,Thursday
548795,1,1,7,Thursday
548795,1,1,10,Thursday
548795,1,2,6,Friday
548795,1,1,7,Thursday
548795,1,1,20,Thursday
548795,1,1,20,Thursday
548795,1,1,13,Thursday
548795,1,1,7,Thursday
548795,1,8,13,Thursday
548795,1,8,13,Thursday
548795,1,8,16,Thursday
548795,1,8,13,Thursday
548795,1,8,13,Thursday
548795,1,8,6,Thursday
548795,1,8,13,Thursday
548795,1,8,13,Thursday
548795,1,7,23,Wednesday
548795,1,8,6,Thursday
548795,1,8,7,Thursday
548795,1,8,16,Thursday
548795,1,7,19,Wednesday
548795,1,8,16,Thursday
548795,1,8,7,Thursday
548795,1,8,16,Thursday
548795,1,8,7,Thursday
548795,1,8,16,Thursday
548795,1,8,7,Thursday
548795,1,8,7,Thursday
548795,1,8,16,Thursday
548795,1,8,16,Thursday
548795,1,8,16,Thursday
548795,1,8,16,Thursday
548795,1,8,16,Thursday
548795,1,7,19,Wednesday
548795,1,8,7,Thursday
548795,1,8,16,Thursday
548795,1,7,23,Wednesday
548795,1,8,7,Thursday
548795,1,13,8,Tuesday
548795,1,18,5,Sunday
548795,1,18,5,Sunday
548795,1,18,5,Sunday
548795,1,18,5,Sunday
548795,1,23,10,Friday
504097,1,16,12,Friday
504097,1,16,12,Friday
504097,1,17,19,Saturday
23980,1,10,21,Saturday
23980,1,19,22,Monday
23980,1,22,13,Thursday
1469821,1,12,11,Monday
1469821,1,12,11,Monday
1469821,1,12,11,Monday
1469821,1,12,11,Monday
1469821,1,15,20,Thursday
1283978,1,13,12,Tuesday
35194,1,7,10,Wednesday
35194,1,7,10,Wednesday
35194,1,7,10,Wednesday
1289123,1,18,12,Sunday
1289123,1,18,12,Sunday
95588,1,26,23,Monday
95588,1,26,23,Monday
95588,1,26,23,Monday
95588,1,26,23,Monday
30170,1,24,9,Saturday
30170,1,24,9,Saturday
30170,1,24,9,Saturday
